"id","name","catchment-area","easting","northing","latitude","longitude","river","location","station-level","measuring-authority-id","measuring-authority-station-id","hydrometric-area","opened","closed","station-type","bankfull-flow","structurefull-flow","sensitivity","nrfa-mean-flow","nrfa-peak-flow","feh-pooling","feh-qmed","feh-neither","nhmp","benchmark","live-data","eflag","historic-droughts","marius","outlook-analogues","outlook-esp","factors-affecting-runoff","gdf-start-date","gdf-end-date","gdf-mean-flow","gdf-min-flow","gdf-first-date-of-min","gdf-last-date-of-min","gdf-max-flow","gdf-first-date-of-max","gdf-last-date-of-max","gdf-q95-flow","gdf-q70-flow","gdf-q50-flow","gdf-q10-flow","gdf-q05-flow","gdf-base-flow-index","gdf-day-count","gdf-flow-count","gdf-percent-complete","peak-flow-start-date","peak-flow-end-date","qmed","minimum-altitude","10-percentile-altitude","50-percentile-altitude","90-percentile-altitude","maximum-altitude","saar-1941-1970","saar-1961-1990","lcm2000-woodland","lcm2000-arable-horticultural","lcm2000-grassland","lcm2000-mountain-heath-bog","lcm2000-urban","lcm2007-woodland","lcm2007-arable-horticultural","lcm2007-grassland","lcm2007-mountain-heath-bog","lcm2007-urban","high-perm-bedrock","moderate-perm-bedrock","low-perm-bedrock","mixed-perm-bedrock","high-perm-superficial","low-perm-superficial","mixed-perm-superficial","propwet","bfihost","farl","dpsbar","sprhost","rmed-1d","rmed-2d","rmed-1h","ldp","dplbar","altbar","aspbar","aspvar","ihdtm-height","ihdtm-catchment-area","mean-flood-plain-depth","mean-flood-plain-location","mean-flood-plain-extent","urbext-1990","urbconc-1990","urbloc-1990","urbext-2000","urbconc-2000","urbloc-2000","licence-url","description-summary","description-general","description-station-hydrometry","description-flow-record","description-catchment","description-flow-regime"
21006,"Tweed at Boleside",1500,349823,633376,55.59142,-2.7977,"Tweed","Boleside",94.5,"SEPA-SE","533744",21,"1961-01-01",NA,"VA",808,NA,6.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"SP","1961-10-01","2019-09-30",37.482,3.457,"1972-10-07","1976-08-27",647.6,"2015-12-05","2015-12-05",7.212,15.08,23.85,81.56,112.4,0.5,21184,21183,99.995,"1961-07-11",NA,395.378,94.2,212.5,341.5,529.3,838,1232,1164,0.1983,0.0529,0.4671,0.2679,0.0071,0.2394,0.053,0.4901,0.2057,0.0052,0.0184,0.0423,0.9392,NA,0.0463,0.0843,0.3462,0.58,0.496,0.963,191.9,38.34,38.3,50.7,9.6,83.97,43.88,358,77,0.07,94.2,1505.54,0.647,0.937,0.0443,0.0021,NA,NA,0.0023,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station, central in the Tweed basin and marks the divide between hilly uplands and lowland areas.","Good rated straight section (~55m wide) with stable gravel bed and a uniform cross section and velocity profile. Cableway (25m d/s). Reach is used for salmon fishing.","Station is only gauged by cableway as it is too deep to wade, even at low flows. Downstream gravel bar acts as low flow control. Calibration affected by seasonal weed growth. Bypassing could occur on rb, but has not been witnessed. Peak flow rating derived from current meter rating, simple extrapolation beyond. Rating revised in 2016.","Monthly naturalised flows available. Full period of record peak flow data reviewed and released in April 2017 (WINFAP Files v5). Exceptionally high flow on 31/10/1977 supported by analogue station 21011 upstream.","Gauging site is central in Tweed basin and marks divide between hilly uplands and lowland areas. Bedrock mainly impervious Silurian formations with roughly half superficial deposit cover. Land use is hill grazing with forestry and a little arable land. Fruid Reservoir (1968) and Megget Reservoir (1982). Notable floodplains.","Reservoir storage for public water supply modifies natural flow regime but overall impact is minor. Freshets are released from Fruid and Talla Reservoirs into the Yarrow Water (tributary of the Tweed). Rise in stage from these releases can be ~50mm at Boleside and are visible in the hydrograph."
21007,"Ettrick Water at Lindean",499,348551,631529,55.57469,-2.81754,"Ettrick Water","Lindean",99.1,"SEPA-SE","14990",21,"1961-01-01",NA,"VA",300,NA,11.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"S","1961-10-01","2019-09-30",15.374,0.57,"1976-09-07","1976-09-07",303.2,"2009-11-19","2009-11-19",2.054,5.274,8.921,35.22,50.53,0.4,21184,21184,100,"1961-09-29",NA,241.075,101.2,221.5,369.4,526.4,838,1409,1306,0.2219,0.0367,0.4418,0.2833,0.005,0.2618,0.0304,0.5066,0.186,0.0037,NA,NA,1,NA,0.0089,0.1153,0.3992,0.67,0.443,0.928,190.4,41.68,41.3,55.5,10.2,54.52,31.16,372,94,0.13,101.5,502.74,0.651,0.767,0.0386,0.002,NA,NA,0.0018,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station in Southern Uplands.","Velocity area station; approx. 40m wide section. Natural section with cableway about 1km before confluence with Tweed.","Low flow control by d/s gravel riffle that is slowly accreting. Peak flow rating derived from current meter gauging up to 2.7m (about 1.2 QMED), simple extrapolation beyond.","Bypassing on left bank occurs at levels above 2m (e.g. Oct 2002), but the bypassing flows were not measured. Monthly naturalised flows available.","Southern Uplands. Relatively narrow impervious (mostly Silurian formations) catchment (half overlain by superficial deposits). Land use is mostly hill grazing, with some forested areas. Megget Reservoir (1982).","St Mary's Loch and Megget Reservoir (public water supply) have a minor impact on the flow regime."
21008,"Teviot at Ormiston Mill",1110,370229,628038,55.54513,-2.47336,"Teviot","Ormiston Mill",43.2,"SEPA-SE","15007",21,"1960-01-01",NA,"VA",411,NA,8.4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"N","1960-11-01","2019-09-30",20.947,1.406,"1984-08-31","1984-08-31",603.1,"2015-12-05","2015-12-05",2.939,7.195,12.15,47.14,68.91,0.44,21518,21516,99.991,"1960-10-01",NA,351.082,42.9,122.7,236.5,354.8,610.8,1008,936,0.1996,0.2655,0.4525,0.0631,0.0144,0.2673,0.219,0.4313,0.0732,0.007,0.3587,6e-04,0.6423,1e-04,0.0163,0.0193,0.6885,0.57,0.458,0.987,117.7,42.86,34.2,44.5,9.6,62.63,33.79,239,33,0.13,42.9,1121.55,0.611,0.801,0.0464,0.0025,NA,NA,0.0036,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station d/s of Hawick on the River Teviot.","Velocity area station; about 45m wide section.","Natural channel control. Rock and gravel section at gauge with d/s gravel riffle giving low flow control. Rating subject to appreciable weed growth. Peak flow rating derived from current meter gaugings up to 3.4m (about 1.1 QMED), simple extrapolation beyond. Bypassing occurs on the rb (golf course side) at levels above 2.2m, and bypasses behind the cableway.","Full period of record peak flow data reviewed and released in August 2021 (WINFAP Files v10).","Mostly lowland catchment with upland headwaters. Mainly Silurian shale and ORS; 70% overlain by superficial deposits. Land use chiefly moorland and hill grazing with some arable farming towards the confluence with the Tweed; some forested areas in the uplands. No significant catchment changes known. Notable floodplains.","Catchment contains two small storages (Alemoor Loch, Akermoor Loch) but runoff is sensibly natural."
21009,"Tweed at Norham",4390,389836,647709,55.72269,-2.16337,"Tweed","Norham",4.3,"SEPA-SE","9514",21,"1962-10-01",NA,"VA",1300,NA,3.9,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SP","1962-10-01","2019-09-30",81.306,6.973,"2003-09-19","2003-09-19",1335,"2002-10-23","2002-10-23",14.64,32.29,53.4,175.4,242.2,0.52,20819,20819,100,"1960-01-01",NA,824.881,4.6,82.3,255,450.7,838,1008,955,0.1516,0.2334,0.4491,0.1505,0.0105,0.1852,0.2221,0.4401,0.1413,0.0071,0.1894,0.0641,0.6972,0.0512,0.0501,0.0435,0.5254,0.49,0.495,0.981,136,38.88,35.7,46.8,9.3,153.09,81.11,264,67,0.1,4.6,4398.76,0.703,0.846,0.0544,0.0024,NA,NA,0.0032,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station, lowest on the River Tweed.","Lowest station on R. Tweed. Velocity-area station at very wide natural section (~120m).","Natural control - an island might be high flow control. Moderate seasonal weed growth effects on rating. Right bank floodplain floods and properties in Norham have been flooded. Cableway washed away in Oct 2002 flood; new cableway (2003) can gauge up to 4.2m. Ratings derived from current meter gaugings (before and after the datum change in Sept 1989); simple extrapolation beyond. Rating revised in 2016.","Monthly naturalised flows available. Full period of record peak flow data reviewed and released in April 2017 (WINFAP Files v5). Chart data between 1959 & 1990 was digitised in 2016.","Catchment is predominantly upland. Bedrock mixed but principally impervious Palaeozoic formations; 60% overlain by superficial deposits. Moorland and hill pasture predominates; improved grasslands and arable farming below Melrose; some forest. Reservoirs in headwaters: Megget 1982, Fruid 1968.","Reservoirs in headwaters have only a small impact on the flow regime."
21011,"Yarrow Water at Philiphaugh",231,343911,627691,55.5397,-2.89034,"Yarrow Water","Philiphaugh",128,"SEPA-SE","14985",21,"1962-01-01",NA,"VA",296,NA,11.2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"S","1963-10-01","2019-09-30",6.504,0.391,"1976-09-05","1976-09-05",170.5,"2009-11-19","2009-11-19",1.181,2.432,3.922,14.63,20.52,0.47,20454,20085,98.196,"1962-08-28",NA,87.225,128.2,250.2,412.7,561.8,838,1388,1347,0.1165,0.0099,0.4386,0.4109,0.001,0.1556,0.0135,0.5403,0.2677,2e-04,NA,NA,1,NA,0.0192,0.1906,0.2768,0.7,0.443,0.875,214.6,42.11,41.2,55.7,10.1,41.71,24.15,411,105,0.16,128.8,232.46,0.454,0.727,0.0267,2e-04,NA,NA,2e-04,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on the Yarrow Water, in the Borders in the south east of Scotland.","Velocity area station; about 25m wide natural coarse gravel bedded straight section.","Control unstable. Sensibly natural regime before Megget Res. began impounding in 1982 (small overall impact on water balance), and flood peaks are also attenuated by St Mary's Loch. To date all flows contained. Peak flow rating derived from current meter gaugings, simple extrapolation beyond. Rating reviewed in 2016.","Monthly naturalised flows available. Full period of record peak flow data reviewed and released in April 2017 (WINFAP Files v5).","Upland catchment developed mainly on Silurian shale; approx half superficial deposit cover. Hill grazing is the principal land use; some forest. Megget Reservoir (1982).","Storage reservoirs: St. Mary's Loch and Megget, both used for public water supplies. Close to confluence and so backing up from the River Tweed must be influential at extreme highs."
21012,"Teviot at Hawick",323,352232,615869,55.43437,-2.75646,"Teviot","Hawick",90.1,"SEPA-SE","15001",21,"1963-01-01",NA,"VA",134,NA,11.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"N","1963-10-01","2019-09-30",9.058,0.325,"2008-06-16","2008-06-16",285.3,"2015-12-05","2015-12-05",1.042,2.969,5.095,20.76,30.16,0.42,20454,20454,100,"1963-09-18",NA,193.37,88.8,188.2,276.2,391.4,610.8,1207,1149,0.2746,0.1252,0.5226,0.0547,0.0176,0.3569,0.0637,0.5093,0.056,0.0129,0.0391,NA,0.9609,NA,NA,0.0459,0.678,0.59,0.429,0.993,151,43.58,38.7,50.1,10.4,33.68,18.98,283,58,0.13,88.8,324.42,0.448,0.801,0.0323,0.0061,0.76,0.18,0.0071,0.807,0.241,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on the River Teviot in the east Southern Uplands of Scotland.","Velocity area station; about 30m wide natural section.","The primary control is a gravel shoal (~100m) below the station that is prone to adjustment during floods. A ford 200m downstream and a mill weir 650m downstream may be an influence on the stage discharge control at higher flows. Bypassing can occur on left bank at levels above about 2m, although this is thought to account for less the 10% of flows during extreme events. Frequent re-rating due to weed growth, but only two ratings are required across the period of record for peak flows. Gauged up to QMED with simple extrapolation beyond.","October 2005 event was exceptional. Full period of record peak flow data reviewed and released in September 2019 (WINFAP Files v8).","Natural upland catchment. Bedrock mostly Silurian shale; predominantly overlain by superficial deposits. Hill grazing is the dominant land use but forestry is important in the headwaters (Craik Forest). Hawick is the only significant settlement. No significant catchment changes known.","Natural regime."
21013,"Gala Water at Galashiels",207,347932,637377,55.62716,-2.82846,"Gala Water","Galashiels",120,"SEPA-SE","9683",21,"1963-01-01",NA,"VA",180,NA,19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"N","1964-10-01","2019-09-30",3.691,0.235,"2017-06-03","2017-06-03",78.8,"1984-11-03","1984-11-03",0.527,1.289,2.276,8.218,11.62,0.5,20088,20088,100,"1963-09-30",NA,51.252,121.6,229.1,331.6,466.6,651.5,992,930,0.0887,0.038,0.6282,0.2435,0.0015,0.1116,0.0651,0.6225,0.198,0.0027,NA,0.0013,0.9987,NA,NA,0.0513,0.3374,0.44,0.531,0.999,148.6,34.69,36.2,48.2,9.3,42.61,23.73,340,83,0.16,121.6,205.44,0.44,0.871,0.0348,0.001,NA,NA,8e-04,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on the Gala Water draining from the Moorfoot Hills.","Velocity area station, about 15m wide.","Concrete-lined reach in industrial part of Galashiels. Gravel bed with control formed by concrete haunching over sewage pipe. Control was repaired and heightened by 120mmm on 01/08/68, hence the rating change on this date. The station reach is straight with well defined banks.The channel cross section at the footbridge is slightly narrowed and this will likely be the primary control during large events. There is some confidence in extrapolating flows up to bank full at 2.5m considering the channel is well defined and the highest gauging is at 1.862m (measured flow of 83.7 cumecs). The dervied flow at 2.5m using rating QHigh1968 is 144.54 cumecs. Only the AMAX1 in 1982 was higher than bank full, but only marginally and floodplain flow would have been negligibly. The 1982 flood would have hit the footbridge and this may have impeded the flow. There is also the possibility that woody debri was trapped on the bridge during the event. The station hut, well and ramp gauge was completely rebuilt in 2016 following works to reinstate the Waverly Railway line. The control (concrete haunching over pipe) was compromised by bank erosion on the left hand side and this was repaired in 2016. As of October 2017, the control is in a bad state with concrete apron breaking up and water starting to undermine it.","Full period of record peak flow data reviewed and released in October 2018 (WINFAP Files v7). The weir repairs warrant a new rating (pending gaugings) so record is currently frozen from 2015.","Natural upland catchment draining from the Moorfoot Hills. Bedrock mainly impervious (Silurian); some overlain by superficial deposits. Land use is hill grazing with some forest and arable areas. No significant catchment changes known. Notable floodplains.","Natural regime."
21014,"Tweed at Kingledores",139,310875,628541,55.54241,-3.41395,"Tweed","Kingledores",214,"SEPA-SE","14972",21,"1961-01-01",NA,"VA",210,NA,8.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SP","1961-09-01","2019-09-30",4.233,0.463,"1972-10-06","1972-10-06",122.3,"2009-11-19","2009-11-19",0.926,1.546,2.254,9.46,14.34,0.44,21214,21214,100,NA,NA,NA,213.7,311.5,428.3,645.7,838,1619,1567,0.2672,0.003,0.4504,0.2617,0.0011,0.2978,0.0045,0.4171,0.2615,0.0015,NA,NA,1,NA,0.0399,0.1082,0.2517,0.72,0.412,0.917,224,45.12,45.6,62.4,10.8,23.03,12.56,453,330,0.15,214.1,138.7,0.303,0.788,0.0193,4e-04,NA,NA,9e-04,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","A velocity-area station in the upper Tweed catchment.","Natural section on upper Tweed. Coarse gravel bed.","Variable backwater effects from Kingledores Burn 10m below station.","Monthly naturalised flows available.","Impervious (mostly Silurian formations) upland catchment given over mainly to hill grazing and forestry.","Exports from Fruid and Talla Reservoirs cause a significant reduction in runoff. Freshnet releases from Fruid and Talla Reservoirs cause significant spikes in runoff."
21015,"Leader Water at Earlston",239,356482,638801,55.6408,-2.69291,"Leader Water","Earlston",103,"SEPA-SE","14997",21,"1966-01-01",NA,"VA",120,NA,27.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"N","1966-10-01","2019-09-30",3.343,0.083,"2013-07-20","2013-07-20",125.7,"1984-11-03","1984-11-03",0.447,1.064,1.982,7.291,10.81,0.5,19358,19358,100,"1966-10-01",NA,60.606,102.9,187.1,288.2,411.3,525.9,894,853,0.0777,0.1441,0.5135,0.2615,0.0031,0.0955,0.1712,0.4785,0.2528,0.0018,0.0585,0.276,0.6655,NA,NA,0.0026,0.456,0.43,0.563,0.999,106.3,33.4,35.7,47.7,9.1,31.38,18.92,292,139,0.2,102.9,239.11,0.417,0.793,0.0338,0.0013,NA,NA,0.0013,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on the River Leader in the Scottish Borders.","Velocity area station about 30m wide.","Cableway present. Gravel bed with bar giving low flow control. Insensitive at low flows. Flows below 0.5cumecs should be treated with caution. The cross section indicates a flood channel beyond the cableway on the right bank, whose bankfull stage is 2.2m. Peak flow rating derived from current meter gaugings up to 1.8m (about 1.1 QMED), simple extrapolation beyond.",NA,"Upland catchment draining from the Lammermuir Hills. Bedrock Silurian shale and ORS; some superficial deposit cover. Land use hill grazing with arable farming at lower levels; some forest. No significant catchment changes.","Natural flow regime."
21016,"Eye Water at Eyemouth Mill",119,394185,663565,55.86523,-2.09448,"Eye Water","Eyemouth Mill",2.9,"SEPA-SE","15017",21,"1967-01-01",NA,"VA",92,NA,23.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"N","1967-10-01","2019-09-30",1.289,0.041,"1995-08-17","1995-08-17",47.76,"2010-03-30","2010-03-30",0.144,0.35,0.62,2.819,4.515,0.45,18993,18991,99.989,"1967-10-01",NA,36.964,5,67.2,151.2,226,411.3,747,730,0.1316,0.4621,0.3787,0.022,0.0053,0.127,0.5576,0.2642,0.0436,0.0074,0.0331,0.2046,0.7623,NA,0.0282,NA,0.6836,0.29,0.597,0.997,68.7,30.2,33.3,44.6,8.7,37.3,15.75,150,114,0.12,5.2,118.93,0.313,0.855,0.0356,8e-04,NA,NA,0.0022,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station, lowest on the Eye Water.","Velocity area station, about 22m wide.","Former mill weir converted to serve as informal control (round-top, flat-V concrete weir). Steep high banks on both sides. 600m u/s from Eyemouth harbour; high spring tides can reach site. Peak flow rating derived from current meter gaugings up to about 0.8 QMED, simple extrapolation beyond.",NA,"Lowland catchment. Bedrock Silurian shale and ORS with predominantly superficial deposit cover. Agriculture is the primary land use; hill grazing in the headwaters, arable below; some forest. No significant catchment changes known.","Largely natural regime (though irrigation impacts on low flows)."
21017,"Ettrick Water at Brockhoperig",37.5,323413,613150,55.40628,-3.21106,"Ettrick Water","Brockhoperig",259,"SEPA-SE","14987",21,"1965-01-01",NA,"VA",200,NA,18.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"N","1965-10-01","2019-09-30",1.935,0.068,"1984-08-26","1984-08-26",54.68,"2009-11-19","2009-11-19",0.209,0.59,1.008,4.459,6.908,0.33,19723,19723,100,"1965-08-27",NA,60.364,257.6,343.1,477.6,585.4,691.4,1936,1740,0.2688,NA,0.4288,0.3024,NA,0.3226,0.0023,0.4828,0.192,3e-04,NA,NA,1,NA,NA,0.0735,0.4052,0.72,0.421,1,241.5,43.7,49.9,67.2,11.6,11.98,5.88,470,85,0.12,258.3,38.59,0.213,0.721,0.012,0,NA,NA,0,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on the Ettrick Water.","Velocity area station (~12m wide river section) on straight reach with rocky bed.","Control is a series of rocky bars and falls. Turbulent flow at higher stages. Heavy gravel load in floods. All flows contained to date. Icing in winter. Peak flow rating derived from current meter gauging up 1.8m (about QMED), simple extrapolation beyond. No access at high flows because the road floods. The water is iron rich and deposits in the inlet pipes which have to be cleared.",NA,"Natural steep upland catchment containing moorland and significant forestry. Very responsive, bedrock principally impervious Silurian formations. Afforestation.","Natural regime."
21018,"Lyne Water at Lyne Station",175,320949,640033,55.64738,-3.25765,"Lyne Water","Lyne Station",168,"SEPA-SE","14974",21,"1968-01-01",NA,"VA",36,NA,7.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SP","1968-10-01","2019-09-30",3.128,0.483,"2003-10-18","2003-10-18",59.66,"1994-12-11","1994-12-11",0.705,1.284,2.017,6.678,9.288,0.57,18627,18619,99.957,NA,NA,NA,170,221.4,287.1,417.9,564.4,1005,943,0.1239,0.1158,0.5602,0.1812,0.0113,0.1803,0.101,0.5475,0.1633,0.004,0.1549,0.3012,0.5439,NA,0.1518,0.0717,0.4417,0.49,0.538,0.976,131.2,36.46,33.6,43.9,8.5,30.83,16.43,304,128,0.07,170,174,0.554,0.93,0.057,0.0014,NA,NA,0.0018,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","A velocity-area station upstream of the confluence with the River Tweed.","Velocity area station.","Flow fully concentrated by arches of bridge below station.","Monthly naturalised flows available.","Upland catchment. Mainly Silurian shale with Old Red Sandstone and considerable superficial deposits of sand and gravel in centre of catchment. Mostly hill grazing and grassland; forest.","Storage in - and abstraction from - Baddingsgill and Watch Water Reservoirs influence the flow regime; overall impact on annual runoff is limited."
21019,"Manor Water at Cademuir",61.6,321701,636892,55.61929,-3.24481,"Manor Water","Cademuir",197,"SEPA-SE","14977",21,"1968-01-01",NA,"VA",58,NA,14.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"P","1968-10-01","2019-09-30",1.663,0.164,"1984-08-27","1984-08-27",27.91,"2015-12-05","2015-12-05",0.321,0.707,1.134,3.502,4.724,0.59,18627,18627,100,"1968-09-01",NA,25.129,197.2,262.1,463.5,648.2,815.9,1466,1344,0.1032,0.0095,0.3058,0.5801,0.0013,0.1797,0.0312,0.3611,0.4265,0.0014,NA,NA,1,NA,NA,0.208,0.2256,0.72,0.482,0.997,273,40.54,40.6,52.6,9.9,14.18,7.69,458,10,0.17,197.2,59.95,0.434,0.564,0.0312,0,NA,NA,0,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on Manor Water. Water surface can freeze in winter.","Velocity area station (section ~10m wide).","Artificial control consisting of a flat concrete bar with stone pitched banks. The historic rating record suggests the weir was constructed on 30/06/69. If the station operated before this date, its assumed it was as a natural open channel control. The site is situated at end of straight reach with a bend just below a bar. Water surface can freeze in winter necessitating ice corrections. Bypassing occurs at higher flows on the lb. Peak flow rating derived from current meter gaugings up to 1.1m (about 0.8 QMED), with a simple extrapolation beyond. Since the 90s the site has only been gauged up to 0.6m/10cumecs. The channel suffers from bank erosion and upstream erosion is thought to have increased the amount of bypassing during large events. The increased channel instability was likely triggered by the large flood of 30/12/15, known as Storm Frank. The weir has also become badly eroded. Considering the bank/weir erosion and the lack of high gaugings, there is little confidence in flows above QMED.","Monthly naturalised flows available. Full period of record peak flow data reviewed and released in September 2019 (WINFAP Files v8).","Steep upland catchment developed on Silurian shale, some of which is overlain by superficial deposits. Land use mostly hill grazing; some forest. No significant catchment changes known.","Runoff is slightly diminished by an u/s abstraction (Langhaugh Intake). Very responsive catchment."
21020,"Yarrow Water at Gordon Arms",155,330908,624757,55.51167,-3.09561,"Yarrow Water","Gordon Arms",226,"SEPA-SE","14984",21,"1967-01-01",NA,"VA",90,NA,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SP","1967-06-01","2019-09-30",5.012,0.147,"1976-08-28","1976-08-28",124.7,"2009-11-19","2009-11-19",0.953,1.911,3.022,11.12,15.78,0.47,19115,18750,98.091,"1967-05-30",NA,54.245,226.4,295.5,455.2,595.2,838,1545,1496,0.1025,0.0013,0.3603,0.5008,2e-04,0.1448,0.0066,0.4775,0.3369,2e-04,NA,NA,1,NA,NA,0.2878,0.2128,0.72,0.395,0.82,219.9,46.25,44.6,60.2,10.6,23.28,11.89,451,101,0.17,226.4,153.94,0.307,0.651,0.0187,0,NA,NA,0,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station, from 1982 flows are highly artificial with Megget Reservoir used for public water supplies and operated in conjunction with St Mary's Loch.","Velocity area station d/s of road bridge on approx. 20m wide section with rough gravel bed.","Asymmetrical flow due to curve u/s. Freezing of water surface in winter necessitates ice correction. Sensibly natural runoff until impounding for Megget Res. began in 1982 but St Mary's Loch (few km u/s) attenuates floods significantly. Especially low flow in Aug 1976 due to damming of gravel bar prior to gravel extraction. Extensive channel change reported in 2015 due to altered flow pathway, disrupting gaugings. All flows contained to date. Peak flow ratings derived from current meter gaugings up to 1.5m (about 1.4 QMED), simple extrapolation beyond.","Low flow in August 1976 due to damming of gravel bar prior to gravel extraction. Monthly naturalised flows available. Gauging suspended in 2015 due to altered flow causing cableway failure and gravel build-up at station.","Upland catchment. Impervious bedrock (Silurian formations) with half superficial deposits. Land use hill grazing with some forestry. Megget Reservoir (1982).","Natural regime until 1982. From 1982 flows are highly artificial with Megget Reservoir used for public water supplies and operated in conjunction with St Mary's Loch."
